ID,ALIAS,FULL_NAME,CLUB,LEAGUE,NATIONALITY,OVERALL
138810,A. Domínguez,Alejandro Domínguez,Rayo Vallecano,Spanish Segunda División,Argentina,76
193338,M. Destro,Mattia Destro,Bologna,Italian Serie A,Italy,76
206651,Roberto Torres,Roberto Torres Morales,CA Osasuna,Spanish Segunda División,Spain,76
200765,M. Bešić,Muhamed Bešić,Everton,English Premier League,Bosnia Herzegovina,76
220477,M. Caldara,Mattia Caldara,Atalanta,Italian Serie A,Italy,76
135742,Alexis,Alexis Ruano Delgado,Deportivo Alavés,Spanish Primera División,Spain,76
147006,Diego Castro,Diego Castro Giménez,Perth Glory,Australian A-League,Spain,76
172862,N. Moisander,Niklas Moisander,SV Werder Bremen,German Bundesliga,Finland,76
183870,A. Mounier,Anthony Mounier,Panathinaikos FC,Greek Super League,France,76
199487,Gálvez,Alejandro Gálvez Jimena,SD Eibar,Spanish Primera División,Spain,76
215103,E. Puch,Édson Puch,Pachuca,Mexican Liga MX,Chile,76
219455,J. Calleri,Jonathan Calleri,UD Las Palmas,Spanish Primera División,Argentina,76
205632,L. Ocampos,Lucas Ocampos,Olympique de Marseille,French Ligue 1,Argentina,76
219712,S. Cristóforo,Sebastián Cristóforo,Fiorentina,Italian Serie A,Uruguay,76
169792,J. Rodriguez,Jay Rodriguez,West Bromwich Albion,English Premier League,England,76
202562,J. Roussillon,Jérôme Roussillon,Montpellier Hérault SC,French Ligue 1,France,76
215107,H. Villalba,Héctor Villalba,Atlanta United FC,USA Major League Soccer,Argentina,76
216388,A. Saint-Maximin,Allan Saint-Maximin,OGC Nice,French Ligue 1,France,76
230212,Antônio Chiamuloira,A. Benjamin Chiamuloira Paes,Santos Futebol Clube,Campeonato Brasileiro Série A,Brazil,76
224069,K. Toko-Ekambi,Karl Toko-Ekambi,Angers SCO,French Ligue 1,Cameroon,76
204102,Y. Ayoub,Yassin Ayoub,FC Utrecht,Holland Eredivisie,Morocco,76
181318,A. Ekdal,Albin Ekdal,Hamburger SV,German Bundesliga,Sweden,76
177481,L. Baal,Ludovic Baal,Stade Rennais FC,French Ligue 1,France,76
226378,R. Ábila,Ramón Ábila,Club Atlético Huracán,Argentinian Superliga,Argentina,76
178250,P. Diop,Papa Kouli Diop,RCD Espanyol,Spanish Primera División,Senegal,76
226379,M. Díaz,Marcos Díaz,Club Atlético Huracán,Argentinian Superliga,Argentina,76
183883,S. Tshabalala,Siphiwe Tshabalala,Kaizer Chiefs,South African PSL,South Africa,76
185163,L. Rossettini,Luca Rossettini,Genoa,Italian Serie A,Italy,76
202316,T. Chandler,Timmy Chandler,Eintracht Frankfurt,German Bundesliga,United States,76
202828,F. Viviani,Federico Viviani,Ferrara (SPAL),Italian Serie A,Italy,76
230988,F. Krovinović,Filip Krovinović,SL Benfica,Portuguese Primeira Liga,Croatia,76
201549,N. Nikolić,Nemanja Nikolić,Chicago Fire Soccer Club,USA Major League Soccer,Hungary,76
202061,J. Kurtić,Jasmin Kurtić,Atalanta,Italian Serie A,Slovenia,76
214605,A. Mejía,Alexander Mejía,Club León,Mexican Liga MX,Colombia,76
229453,Gil Dias,Gil Bastiao Dias,Fiorentina,Italian Serie A,Portugal,76
204366,J. Locadia,Jürgen Locadia,PSV,Holland Eredivisie,Netherlands,76
219470,C. N'Doye,Cheikh N'Doye,Birmingham City,English Championship,Senegal,76
232270,T. Fosu-Mensah,Timothy Fosu-Mensah,Crystal Palace,English Premier League,Netherlands,76
204367,B. van Leer,Benjamin van Leer,Ajax,Holland Eredivisie,Netherlands,76
205391,S. Meïté,Soualiho Meïté,AS Monaco,French Ligue 1,France,76
158543,O. Peralta,Oribe Peralta,Club América,Mexican Liga MX,Mexico,76
163407,A. Raggi,Andrea Raggi,AS Monaco,French Ligue 1,Italy,76
170320,L. De Silvestri,Lorenzo De Silvestri,Torino,Italian Serie A,Italy,76
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,Botafogo de Futebol e Regatas,Campeonato Brasileiro Série A,Brazil,76
186961,A. Paloschi,Alberto Paloschi,Ferrara (SPAL),Italian Serie A,Italy,76
223058,D. Kuzyaev,Daler Kuzyaev,Zenit St. Petersburg,Russian Premier League,Russia,76
207444,J. Damm,Jürgen Damm,Tigres U.A.N.L.,Mexican Liga MX,Mexico,76
209236,Guilherme,Guilherme dos Santos Torres,RC Deportivo de La Coruña,Spanish Primera División,Brazil,76
152916,R. Sambueza,Rubens Sambueza,Deportivo Toluca,Mexican Liga MX,Argentina,76
183892,G. Mercado,Gabriel Mercado,Sevilla FC,Spanish Primera División,Argentina,76
186452,S. de Jong,Siem de Jong,Ajax,Holland Eredivisie,Netherlands,76
186197,G. Kakuta,Gaël Kakuta,Amiens SC Football,French Ligue 1,DR Congo,76
230230,Eltildo Correia,Eltildo Lucas Correia Pitta,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,Brazil,76
212823,Gabriel,Gabriel Barbosa Almeida,SL Benfica,Portuguese Primeira Liga,Brazil,76
166744,M. Kerzhakov,Mikhail Kerzhakov,Zenit St. Petersburg,Russian Premier League,Russia,76
186200,F. Borini,Fabio Borini,Milan,Italian Serie A,Italy,76
186456,J. van der Heijden,Jan-Arie van der Heijden,Feyenoord,Holland Eredivisie,Netherlands,76
194904,B. Hamid,Bill Hamid,D.C. United,USA Major League Soccer,United States,76
183129,C. Clark,Ciaran Clark,Newcastle United,English Premier League,Republic of Ireland,76
205402,J. Boëtius,Jean-Paul Boëtius,Feyenoord,Holland Eredivisie,Netherlands,76
230234,Everton Andrão,Everton Jorge Andrade Zanon,Clube Atlético Paranaense,Campeonato Brasileiro Série A,Brazil,76
173146,L. Cigarini,Luca Cigarini,Cagliari,Italian Serie A,Italy,76
188506,R. Meggiorini,Riccardo Meggiorini,Chievo Verona,Italian Serie A,Italy,76
189018,Michel Macedo,Michel Macedo Rocha Machado,UD Las Palmas,Spanish Primera División,Brazil,76
19292,J. Collins,James Collins,West Ham United,English Premier League,Wales,76
202078,D. Nagbe,Darlington Nagbe,Portland Timbers,USA Major League Soccer,United States,76
188768,Serey Dié,Sereso Geoffroy Gonzaroua Dié,FC Basel,Swiss Super League,Ivory Coast,76
47201,S. Proto,Silvio Proto,Olympiakos CFP,Greek Super League,Belgium,76
188770,A. Mehmedi,Admir Mehmedi,Bayer 04 Leverkusen,German Bundesliga,Switzerland,76
171875,C. Erkin,Caner Erkin,Beşiktaş JK,Turkish Süper Lig,Turkey,76
189795,Éder,Éder Macedo Lopes,Lokomotiv Moscow,Russian Premier League,Portugal,76
206436,Y. Benzia,Yassine Benzia,LOSC Lille,French Ligue 1,Algeria,76
160101,A. Rolis,Anyelo Rolis,Universidad Católica,Chilean Primera División,Chile,76
182629,Beto,António Alberto Bastos Pimparel,Göztepe,Turkish Süper Lig,Portugal,76
192613,C. Pantilimon,Costel Pantilimon,RC Deportivo de La Coruña,Spanish Primera División,Romania,76
211302,G. Lapadula,Gianluca Lapadula,Genoa,Italian Serie A,Italy,76
230502,Dênildo Stein,Dênis Rubens Stein Rebelo,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,Brazil,76
192358,S. Padt,Sergio Padt,FC Groningen,Holland Eredivisie,Netherlands,76
179560,M. Sulejmani,Miralem Sulejmani,BSC Young Boys,Swiss Super League,Serbia,76
161644,M. Matip,Marvin Matip,FC Ingolstadt 04,German 2. Bundesliga,Cameroon,76
178284,L. Nguyen,Lee Nguyen,New England Revolution,USA Major League Soccer,United States,76
176237,J. Altidore,Jozy Altidore,Toronto FC,USA Major League Soccer,United States,76
189805,L. de Jong,Luuk de Jong,PSV,Holland Eredivisie,Netherlands,76
203886,A. Trebel,Adrien Trebel,RSC Anderlecht,Belgian First Division A,France,76
226414,M. Coco,Marcus Coco,En Avant de Guingamp,French Ligue 1,France,76
197231,K. Babacar,Khouma Babacar,Fiorentina,Italian Serie A,Senegal,76
230767,Renato Sanches,Renato Júnior Luz Sanches,Swansea City,English Premier League,Portugal,76
190576,M. Caruzzo,Matías Caruzzo,San Lorenzo de Almagro,Argentinian Superliga,Argentina,76
208498,M. Dabbur,Munas Dabbur,FC Red Bull Salzburg,Austrian Bundesliga,Israel,76
230258,Rosberto Dourado,Rosberto J. Dourado Santos,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,76
165490,M. Izco,Mariano Izco,Crotone,Italian Serie A,Argentina,76
171378,P. Aguilar,Paul Aguilar,Club América,Mexican Liga MX,Mexico,76
224883,S. Mounié,Steve Mounié,Huddersfield Town,English Premier League,Benin,76
189043,D. Brosinski,Daniel Brosinski,1. FSV Mainz 05,German Bundesliga,Germany,76
207732,Roger,Roger Martí Salvador,Levante UD,Spanish Primera División,Spain,76
224116,Dyego Sousa,Dyego Wilverson Ferreira Sousa,SC Braga,Portuguese Primeira Liga,Brazil,76
177525,N. Dirar,Nabil Dirar,Fenerbahçe SK,Turkish Süper Lig,Morocco,76
142966,J. Dátolo,Jesús Dátolo,Banfield,Argentinian Superliga,Argentina,76
209782,S. Larsson,Sam Larsson,Feyenoord,Holland Eredivisie,Sweden,76
198264,B. Ketkeophomphone,Billy Ketkeophomphone,Angers SCO,French Ligue 1,France,76
146296,Andrés Fernández,Andrés Eduardo Fernández Moreno,Villarreal CF,Spanish Primera División,Spain,76
225144,P. Tau,Percy Tau,,,South Africa,76
177528,A. Matri,Alessandro Matri,Sassuolo,Italian Serie A,Italy,76
215930,T. Jedvaj,Tin Jedvaj,Bayer 04 Leverkusen,German Bundesliga,Croatia,76
192122,Bóveda,Eneko Bóveda Altube,Athletic Club de Bilbao,Spanish Primera División,Spain,76
177019,F. Lustenberger,Fabian Lustenberger,Hertha BSC Berlin,German Bundesliga,Switzerland,76
197756,J. Ayew,Jordan Ayew,Swansea City,English Premier League,Ghana,76
137854,M. Storari,Marco Storari,Milan,Italian Serie A,Italy,76
212350,L. Diony,Loïs Diony,AS Saint-Étienne,French Ligue 1,France,76
160126,E. Codesto,Edgardo Codesto,Colo-Colo,Chilean Primera División,Chile,76
110974,Riesgo,Asier Riesgo Unamuno,SD Eibar,Spanish Primera División,Spain,76
203903,L. Andersen,Lucas Andersen,Grasshopper Club Zürich,Swiss Super League,Denmark,76
225663,A. Golovin,Alexandr Golovin,CSKA Moscow,Russian Premier League,Russia,76
230271,Laure Santeiro,Laureano Thomas Santeiro Marre,Cruzeiro,Campeonato Brasileiro Série A,Brazil,76
193152,Herrerín,Iago Herrerín Buisán,Athletic Club de Bilbao,Spanish Primera División,Spain,76
183937,G. van der Wiel,Gregory van der Wiel,Cagliari,Italian Serie A,Netherlands,76
216706,F. Mussis,Franco Mussis,San Lorenzo de Almagro,Argentinian Superliga,Argentina,76
164994,J. Błaszczykowski,Jakub Błaszczykowski,VfL Wolfsburg,German Bundesliga,Poland,76
178051,L. Deaux,Lucas Deaux,En Avant de Guingamp,French Ligue 1,France,76
194947,J. Vuković,Jagoš Vuković,Olympiakos CFP,Greek Super League,Serbia,76
201860,E. Bičakčić,Ermin Bičakčić,TSG 1899 Hoffenheim,German Bundesliga,Bosnia Herzegovina,76
202884,L. Spinazzola,Leonardo Spinazzola,Atalanta,Italian Serie A,Italy,76
203910,A. Knockaert,Anthony Knockaert,Brighton & Hove Albion,English Premier League,France,76
190854,P. Pekarík,Peter Pekarík,Hertha BSC Berlin,German Bundesliga,Slovakia,76
220295,E. Valencia,Enner Valencia,Tigres U.A.N.L.,Mexican Liga MX,Ecuador,76
169607,L. Cattermole,Lee Cattermole,Sunderland,English Championship,England,76
208520,H. Sakai,Hiroki Sakai,Olympique de Marseille,French Ligue 1,Japan,76
182152,Koo Ja Cheol,Ja Cheol Koo,FC Augsburg,German Bundesliga,Korea Republic,76
192904,G. Kashia,Guram Kashia,Vitesse,Holland Eredivisie,Georgia,76
168585,R. Vlaar,Ron Vlaar,AZ Alkmaar,Holland Eredivisie,Netherlands,76
176009,S. Kums,Sven Kums,RSC Anderlecht,Belgian First Division A,Belgium,76
224394,Fábio Martins,Fábio Santos Martins,SC Braga,Portuguese Primeira Liga,Portugal,76
213899,E. Balanta,Éder Balanta,FC Basel,Swiss Super League,Colombia,76
193420,M. Schmiedebach,Manuel Schmiedebach,Hannover 96,German Bundesliga,Germany,76
215181,G. Peruzzi,Gino Peruzzi,Boca Juniors,Argentinian Superliga,Argentina,76
188045,Maicón,Maicón Marques Bitencourt,Antalyaspor,Turkish Süper Lig,Brazil,76
212878,N. Castillo,Nicolás Castillo,U.N.A.M.,Mexican Liga MX,Chile,76
213134,L. Öztunali,Levin Öztunali,1. FSV Mainz 05,German Bundesliga,Germany,76
221838,M. Jojić,Miloš Jojić,1. FC Köln,German Bundesliga,Serbia,76
212623,Santi Mina,Santiago Mina Lorenzo,Valencia CF,Spanish Primera División,Spain,76
137361,G. Pazzini,Giampaolo Pazzini,Hellas Verona,Italian Serie A,Italy,76
160145,W. Mansila,Washington Mansila,Universidad de Chile,Chilean Primera División,Chile,76
204691,M. Pereyra,Mauricio Pereyra,FC Krasnodar,Russian Premier League,Uruguay,76
183187,V. Stocker,Valentin Stocker,Hertha BSC Berlin,German Bundesliga,Switzerland,76
216468,J. Añor,Juan Pablo Añor,Málaga CF,Spanish Primera División,Venezuela,76
173204,L. Antonelli,Luca Antonelli,Milan,Italian Serie A,Italy,76
190868,K. Théophile-Catherine,Kévin Théophile-Catherine,AS Saint-Étienne,French Ligue 1,France,76
199829,Timor,David Timor Copoví,Girona CF,Spanish Primera División,Spain,76
222357,B. Embolo,Breel Embolo,FC Schalke 04,German Bundesliga,Switzerland,76
199574,A. Letellier,Alexandre Letellier,Angers SCO,French Ligue 1,France,76
211862,A. Hahn,André Hahn,Hamburger SV,German Bundesliga,Germany,76
208535,A. Duncan,Alfred Duncan,Sassuolo,Italian Serie A,Ghana,76
210583,M. Stendera,Marc Stendera,Eintracht Frankfurt,German Bundesliga,Germany,76
182168,A. Ranocchia,Andrea Ranocchia,Inter,Italian Serie A,Italy,76
187800,M. Isla,Mauricio Isla,Fenerbahçe SK,Turkish Süper Lig,Chile,76
212889,Josué Sá,Josué Humberto Gonçalves Leal Sá,RSC Anderlecht,Belgian First Division A,Portugal,76
225945,Thiago Maia,Thiago Maia Alencar,LOSC Lille,French Ligue 1,Brazil,76
186521,B. Espinosa,Bernardo Espinosa,Girona CF,Spanish Primera División,Colombia,76
165531,I. Sosa,Ismael Sosa,Tigres U.A.N.L.,Mexican Liga MX,Argentina,76
194203,N. Tomović,Nenad Tomović,Chievo Verona,Italian Serie A,Serbia,76
201884,R. Brady,Robbie Brady,Burnley,English Premier League,Republic of Ireland,76
212125,L. Marković,Lazar Marković,Liverpool,English Premier League,Serbia,76
182941,P. Aguilar,Pablo Aguilar,Club América,Mexican Liga MX,Paraguay,76
193440,N. Viergever,Nick Viergever,Ajax,Holland Eredivisie,Netherlands,76
152993,R. Civelli,Renato Civelli,Banfield,Argentinian Superliga,Argentina,76
182179,S. De Maio,Sebastian De Maio,Bologna,Italian Serie A,France,76
134820,S. Brown,Scott Brown,Celtic,Scottish Premiership,Scotland,76
152997,D. Cvitanich,Darío Cvitanich,Banfield,Argentinian Superliga,Argentina,76
223142,A. Sulu,Aytaç Sulu,SV Darmstadt 98,German 2. Bundesliga,Turkey,76
208295,R. Saïss,Romain Saïss,Wolverhampton Wanderers,English Championship,Morocco,76
184999,Maurício,Maurício José da Silveira Júnior,PAOK Thessaloniki,Greek Super League,Brazil,76
230312,Gabri Prestão,Bernard Gabriel Prestão Chaves,Botafogo de Futebol e Regatas,Campeonato Brasileiro Série A,Brazil,76
234153,Carlos Soler,Carlos Soler Barragán,Valencia CF,Spanish Primera División,Spain,76
202410,Serantes,Jon Ander Serantes Simón,CD Leganés,Spanish Primera División,Spain,76
214955,E. Mas,Emmanuel Mas,Trabzonspor,Turkish Süper Lig,Argentina,76
216749,Carlos Mané,Carlos Manuel Cardoso Mané,VfB Stuttgart,German Bundesliga,Portugal,76
226221,Aritz Elustondo,Aritz Elustondo,Real Sociedad,Spanish Primera División,Spain,76
230317,Fred Aníbão,Fred Marcos Aníbal Dias,Avaí Futebol Clube,Campeonato Brasileiro Série A,Brazil,76
220334,O. Romero,Óscar Romero,Deportivo Alavés,Spanish Primera División,Paraguay,76
230318,Nelsildo Reis,Nelson Arturo Reis Lopes,Coritiba Foot Ball Club,Campeonato Brasileiro Série A,Brazil,76
194222,Laguardia,Víctor Laguardia Cisneros,Deportivo Alavés,Spanish Primera División,Spain,76
207791,Y. Poulsen,Yussuf Poulsen,RB Leipzig,German Bundesliga,Denmark,76
189615,A. Cresswell,Aaron Cresswell,West Ham United,English Premier League,England,76
185010,M. Pazdan,Michał Pazdan,Legia Warszawa,Polish Ekstraklasa,Poland,76
187570,Douglas,Douglas Renato de Jesus,Vitória Guimarães,Portuguese Primeira Liga,Brazil,76
219571,Camarasa,Víctor Camarasa Ferrando,Real Betis Balompié,Spanish Primera División,Spain,76
221363,D. van de Beek,Donny van de Beek,Ajax,Holland Eredivisie,Netherlands,76
211124,P. Hurtado,Paolo Hurtado,Vitória Guimarães,Portuguese Primeira Liga,Peru,76
197813,J. Martin,Jonas Martin,RC Strasbourg,French Ligue 1,France,76
198581,O. Murillo,Óscar Murillo,Pachuca,Mexican Liga MX,Colombia,76
171189,Aythami Artiles,Aythami Artiles Oliva,UD Las Palmas,Spanish Primera División,Spain,76
220854,E. Gutiérrez,Erick Gutiérrez,Pachuca,Mexican Liga MX,Mexico,76
213432,F. Ferreyra,Facundo Ferreyra,Shakhtar Donetsk,Ukrainian Premier League,Argentina,76
178616,Adrián González,Adrián González Morales,Málaga CF,Spanish Primera División,Spain,76
182713,M. Mavraj,Mërgim Mavraj,Hamburger SV,German Bundesliga,Albania,76
158138,A. Hunt,Aaron Hunt,Hamburger SV,German Bundesliga,Germany,76
211899,F. Niederlechner,Florian Niederlechner,SC Freiburg,German Bundesliga,Germany,76
205756,S. Denswil,Stefano Denswil,Club Brugge KV,Belgian First Division A,Netherlands,76
215998,I. Fernández,Ignacio Fernández,River Plate,Argentinian Superliga,Argentina,76
193470,A. Souquet,Arnaud Souquet,OGC Nice,French Ligue 1,France,76
124607,S. İnan,Selçuk İnan,Galatasaray SK,Turkish Süper Lig,Turkey,76
193983,A. Delort,Andy Delort,Toulouse FC,French Ligue 1,France,76
231361,J. Gnagnon,Joris Gnagnon,Stade Rennais FC,French Ligue 1,Ivory Coast,76
137410,D. Gastaldello,Daniele Gastaldello,Brescia,Italian Serie B,Italy,76
159938,R. Bistama,Rodrigo Bistama,Universidad Católica,Chilean Primera División,Chile,76
187075,D. Moreno,Dayro Moreno,Atletico Nacional Medellin,Colombian Primera A,Colombia,76
210372,R. Ghezzal,Rachid Ghezzal,AS Monaco,French Ligue 1,Algeria,76
192708,Carlos Eduardo,Carlos Eduardo de Oliveira Alves,Al Hilal,Saudi Professional League,Brazil,76
193476,R. Cabella,Rémy Cabella,AS Saint-Étienne,French Ligue 1,France,76
202695,J. Tarkowski,James Tarkowski,Burnley,English Premier League,England,76
190919,F. Montero,Fredy Montero,Vancouver Whitecaps FC,USA Major League Soccer,Colombia,76
204233,C. Musonda,Charly Musonda,Chelsea,English Premier League,Belgium,76
146377,Cejudo,Álvaro Cejudo Carmona,Western Sydney Wanderers,Australian A-League,Spain,76
209610,J. Vázquez,José Juan Vázquez,Guadalajara,Mexican Liga MX,Mexico,76
135883,S. Francis,Simon Francis,Bournemouth,English Premier League,England,76
230347,Welington Dano,Welington Kauê Dano Nascimento,Fluminense Football Club,Campeonato Brasileiro Série A,Brazil,76
162508,O. Kucher,Oleksandr Kucher,Kayserispor,Turkish Süper Lig,Ukraine,76
198861,N. Mendy,Nampalys Mendy,OGC Nice,French Ligue 1,France,76
203213,Rodrigo Moledo,Rodrigo Modesto da Silva Moledo,Panathinaikos FC,Greek Super League,Brazil,76
210126,H. Kiyotake,Hiroshi Kiyotake,Cerezo Osaka,Japanese J1 League,Japan,76
226766,Daniel Podence,Daniel Castelo Podence,Sporting CP,Portuguese Primeira Liga,Portugal,76
223695,E. Şen,Erdem Şen,CS Marítimo,Portuguese Primeira Liga,Belgium,76
159952,L. Villasoel,Luca Villasoel,Colo-Colo,Chilean Primera División,Chile,76
199633,M. Lowton,Matthew Lowton,Burnley,English Premier League,England,76
3281,Tarantini,Ricardo José Monteiro,Rio Ave FC,Portuguese Primeira Liga,Portugal,76
210897,C. Mbemba,Chancel Mbemba,Newcastle United,English Premier League,DR Congo,76
231633,I. Diop,Issa Diop,Toulouse FC,French Ligue 1,France,76
159954,D. Labran,Dilan Labran,Universidad de Chile,Chilean Primera División,Chile,76
201939,C. Piccini,Cristiano Piccini,Sporting CP,Portuguese Primeira Liga,Italy,76
189908,L. Skorupski,Łukasz Skorupski,Roma,Italian Serie A,Poland,76
192725,M. Le Marchand,Maxime Le Marchand,OGC Nice,French Ligue 1,France,76
223959,L. Torreira,Lucas Torreira,Sampdoria,Italian Serie A,Uruguay,76
197081,A. Regattin,Adrien Regattin,Osmanlıspor,Turkish Süper Lig,Morocco,76
229593,M. Pjaca,Marko Pjaca,Juventus,Italian Serie A,Croatia,76
5594,R. Vercoutre,Rémy Vercoutre,SM Caen,French Ligue 1,France,76
212442,José Sá,José Pedro Malheiro de Sá,FC Porto,Portuguese Primeira Liga,Portugal,76
224218,F. Kamano,François Kamano,Girondins de Bordeaux,French Ligue 1,Guinea,76
216796,F. Cartabia,Federico Cartabia,RC Deportivo de La Coruña,Spanish Primera División,Argentina,76
7647,D. Dainelli,Dario Dainelli,Chievo Verona,Italian Serie A,Italy,76
206304,L. Milivojević,Luka Milivojević,Crystal Palace,English Premier League,Serbia,76
199393,N. Pallois,Nicolas Pallois,FC Nantes,French Ligue 1,France,76
159970,R. Lafrentz,Rosberto J. Lafrentz,Universidad de Chile,Chilean Primera División,Chile,76
228579,B. Henrichs,Benjamin Henrichs,Bayer 04 Leverkusen,German Bundesliga,Germany,76
199652,D. Praet,Dennis Praet,Sampdoria,Italian Serie A,Belgium,76
163301,J. Orozco,Jonathan Orozco,Santos Laguna,Mexican Liga MX,Mexico,76
158438,Gelson Fernandes,Gelson Tavares Fernandes,Eintracht Frankfurt,German Bundesliga,Switzerland,76
194022,André Almeida,André Gomes Magalhães Almeida,SL Benfica,Portuguese Primeira Liga,Portugal,76
208615,C. Jullien,Christopher Jullien,Toulouse FC,French Ligue 1,France,76
175847,Baiano,Wanderson Souza Carneiro,Rayo Vallecano,Spanish Segunda División,Brazil,76
212456,A. Hurtado,Avilés Hurtado,Monterrey,Mexican Liga MX,Colombia,76
196073,E. Paredes,Esteban Paredes,,,Chile,76
206058,M. De Sciglio,Mattia De Sciglio,Juventus,Italian Serie A,Italy,76
219626,J. Gómez,José Luis Gómez,Club Atlético Lanús,Argentinian Superliga,Argentina,76
148203,Z. Karčemarskas,Žydrūnas Karčemarskas,Osmanlıspor,Turkish Süper Lig,Lithuania,76
230379,Vieirundinho,Danilo Manuel Vieira Espíndola,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,Brazil,76
235243,M. de Ligt,Matthijs de Ligt,Ajax,Holland Eredivisie,Netherlands,76
202476,Javi Espinosa,Javier Espinosa González,Granada CF,Spanish Segunda División,Spain,76
208620,Omar Mascarell,Omar Mascarell González,Eintracht Frankfurt,German Bundesliga,Spain,76
214766,C. Izquierdoz,Carlos Izquierdoz,Santos Laguna,Mexican Liga MX,Argentina,76
177390,H. Medunjanin,Haris Medunjanin,Philadelphia Union,USA Major League Soccer,Bosnia Herzegovina,76
188654,T. Heurtaux,Thomas Heurtaux,Hellas Verona,Italian Serie A,France,76
199151,J. Iturbe,Juan Manuel Iturbe,Club Tijuana,Mexican Liga MX,Paraguay,76
216816,G. Simeone,Giovanni Simeone,Fiorentina,Italian Serie A,Argentina,76
179696,E. Insúa,Emiliano Insúa,VfB Stuttgart,German Bundesliga,Argentina,76
198129,C. Ortíz,Celso Ortíz,Monterrey,Mexican Liga MX,Paraguay,76
179954,T. Kraft,Thomas Kraft,Hertha BSC Berlin,German Bundesliga,Germany,76
225523,Lekue,Iñigo Lekue Martínez,Athletic Club de Bilbao,Spanish Primera División,Spain,76
212212,D. Kohr,Dominik Kohr,Bayer 04 Leverkusen,German Bundesliga,Germany,76
167669,F. Higuaín,Federico Higuaín,Columbus Crew SC,USA Major League Soccer,Argentina,76
198648,B. Natcho,Bibras Natcho,CSKA Moscow,Russian Premier League,Israel,76
199416,Ibai Gómez,Ibai Gómez Pérez,Deportivo Alavés,Spanish Primera División,Spain,76
187896,Wanderson,Wanderson do Carmo Carneiro,Dinamo Moscow,Russian Premier League,Brazil,76
189945,Y. Ravet,Yoric Ravet,SC Freiburg,German Bundesliga,France,76
204538,R. Ruidíaz,Raúl Ruidíaz,Monarcas Morelia,Mexican Liga MX,Peru,76
211706,Pere Pons,Pere Pons Riera,Girona CF,Spanish Primera División,Spain,76
193786,F. Bardi,Francesco Bardi,Frosinone,Italian Serie B,Italy,76
222715,Otávio,Otávio Henrique Passos Santos,Girondins de Bordeaux,French Ligue 1,Brazil,76
172283,Carlos Martínez,Carlos Martínez Díaz,Real Sociedad,Spanish Primera División,Spain,76
156412,J. Corona,José de Jesús Corona,Cruz Azul,Mexican Liga MX,Mexico,76
187132,C. Zambrano,Carlos Zambrano,PAOK Thessaloniki,Greek Super League,Peru,76
197117,I. Fetfatzidis,Ioannis Fetfatzidis,Al Ahli,Saudi Professional League,Greece,76
202493,Aleix Vidal,Aleix Vidal Parreu,FC Barcelona,Spanish Primera División,Spain,76
217085,V. García,Víctor García,Vitória Guimarães,Portuguese Primeira Liga,Venezuela,76
205566,Alberto Moreno,Alberto Moreno Pérez,Liverpool,English Premier League,Spain,76
220414,Diego Rico,Diego Rico Salguero,CD Leganés,Spanish Primera División,Spain,76
176894,Mossoró,José Márcio da Costa,İstanbul Başakşehir FK,Turkish Süper Lig,Brazil,76
192766,Marc Muniesa,Marc Muniesa Martínez,Girona CF,Spanish Primera División,Spain,76
198143,Samu Saiz,Samuel Saiz Alonso,Leeds United,English Championship,Spain,76
768,Felipe,Felipe Dal Bello,Ferrara (SPAL),Italian Serie A,Brazil,75
216320,S. Fofana,Seko Fofana,Udinese,Italian Serie A,Ivory Coast,75
212225,E. Roco,Enzo Roco,Cruz Azul,Mexican Liga MX,Chile,75
197890,Arribas,Alejandro Arribas Garrido,RC Deportivo de La Coruña,Spanish Primera División,Spain,75
215042,G. Lezcano,Gastón Lezcano,Monarcas Morelia,Mexican Liga MX,Argentina,75
179972,E. Derdiyok,Eren Derdiyok,Galatasaray SK,Turkish Süper Lig,Switzerland,75
209669,D. Siovas,Dimitrios Siovas,CD Leganés,Spanish Primera División,Greece,75
217605,L. Lerager,Lukas Lerager,Girondins de Bordeaux,French Ligue 1,Denmark,75
189701,Lombán,David Rodriguez Lombán,SD Eibar,Spanish Primera División,Spain,75
172294,Mikel Gonzalez,Mikel González Martínez,Real Zaragoza,Spanish Segunda División,Spain,75
219911,T. Hlatshwayo,Thulani Hlatshwayo,,,South Africa,75
146952,Iván Cuéllar,Iván Cuéllar Sacristán,CD Leganés,Spanish Primera División,Spain,75
230408,Fabrio Farinha,Fabrio Sandro Farinha Donatelo,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,Brazil,75
172553,J. Lössl,Jonas Lössl,Huddersfield Town,English Premier League,Denmark,75
204555,R. Álvarez,Ricardo Álvarez,Sampdoria,Italian Serie A,Argentina,75
212491,A. Masuaku,Arthur Masuaku,West Ham United,English Premier League,DR Congo,75
163083,Rolando,Rolando Jorge Pires da Fonseca,Olympique de Marseille,French Ligue 1,Portugal,75
174859,Fran Rico,Francisco Rico Castro,SD Eibar,Spanish Primera División,Spain,75
